locus , samp_sizetot , SynSitestot , theta_syntot , S_Syntot ,  S_Syn_freq> , D_Syntot  , pi_Syntot  , pi_JC_Syntot  , Dxy_Syntot  , Dxy_JC_Syntot , SynSites_4-foldtot  , D_4-foldtot , D_JC_4-foldtot , TajD_Syntot  , Fu&LiD_Syntot ,, RepSitestot  , theta_reptot , S_Reptot  , S_Rep_freq> , D_Reptot  , pi_Reptot  , pi_JC_Reptot  , Dxy_Reptot  , Dxy_JC_Reptot  , TajD_Reptot  , Fu&LiD_Reptot , locus , samp_sizetot_NMX , SynSitestot_NMX , theta_syntot_NMX , S_Syntot_NMX ,  S_Syn_freq_NMX> , D_Syntot_NMX  , pi_Syntot_NMX  , pi_JC_Syntot_NMX  , Dxy_Syntot_NMX  , Dxy_JC_Syntot_NMX , SynSites_4-foldtot_NMX  , D_4-foldtot_NMX , D_JC_4-foldtot_NMX , TajD_Syntot_NMX  , Fu&LiD_Syntot_NMX ,, RepSitestot_NMX  , theta_reptot_NMX , S_Reptot_NMX  , S_Rep_freq_NMX> , D_Reptot_NMX  , pi_Reptot_NMX  , pi_JC_Reptot_NMX  , Dxy_Reptot_NMX  , Dxy_JC_Reptot_NMX  , TajD_Reptot_NMX  , Fu&LiD_Reptot_NMX , samp_sizetot_NMY , SynSitestot_NMY , theta_syntot_NMY , S_Syntot_NMY ,  S_Syn_freq_NMY> , D_Syntot_NMY  , pi_Syntot_NMY  , pi_JC_Syntot_NMY  , Dxy_Syntot_NMY  , Dxy_JC_Syntot_NMY , SynSites_4-foldtot_NMY  , D_4-foldtot_NMY , D_JC_4-foldtot_NMY , TajD_Syntot_NMY  , Fu&LiD_Syntot_NMY ,, RepSitestot_NMY  , theta_reptot_NMY , S_Reptot_NMY  , S_Rep_freq_NMY> , D_Reptot_NMY  , pi_Reptot_NMY  , pi_JC_Reptot_NMY  , Dxy_Reptot_NMY  , Dxy_JC_Reptot_NMY  , TajD_Reptot_NMY  , Fu&LiD_Reptot_NMY samp_sizetot_TMX , SynSitestot_TMX , theta_syntot_TMX , S_Syntot_TMX ,  S_Syn_freq_TMX> , D_Syntot_TMX  , pi_Syntot_TMX  , pi_JC_Syntot_TMX  , Dxy_Syntot_TMX  , Dxy_JC_Syntot_TMX , SynSites_4-foldtot_TMX  , D_4-foldtot_TMX , D_JC_4-foldtot_TMX , TajD_Syntot_TMX  , Fu&LiD_Syntot_TMX ,, RepSitestot_TMX  , theta_reptot_TMX , S_Reptot_TMX  , S_Rep_freq_TMX> , D_Reptot_TMX  , pi_Reptot_TMX  , pi_JC_Reptot_TMX  , Dxy_Reptot_TMX  , Dxy_JC_Reptot_TMX  , TajD_Reptot_TMX  , Fu&LiD_Reptot_TMX samp_sizetot_TMY , SynSitestot_TMY , theta_syntot_TMY , S_Syntot_TMY ,  S_Syn_freq_TMY> , D_Syntot_TMY  , pi_Syntot_TMY  , pi_JC_Syntot_TMY  , Dxy_Syntot_TMY  , Dxy_JC_Syntot_TMY , SynSites_4-foldtot_TMY  , D_4-foldtot_TMY , D_JC_4-foldtot_TMY , TajD_Syntot_TMY  , Fu&LiD_Syntot_TMY ,, RepSitestot_TMY  , theta_reptot_TMY , S_Reptot_TMY  , S_Rep_freq_TMY> , D_Reptot_TMY  , pi_Reptot_TMY  , pi_JC_Reptot_TMY  , Dxy_Reptot_TMY  , Dxy_JC_Reptot_TMY  , TajD_Reptot_TMY  , Fu&LiD_Reptot_TMY 
Locus_3900_Transcrip,24,85.5,0.009396085,3,,0,0.018179507,0.018403463,0.019005848,0.01925081,62.33333333,0,0,2.35125358,,,289.5,0.000925003,1,,0,0.001351656,0.001352875,0.000863558,0.000864055,0.776320914,Locus_3900_Transcrip,6,85.5,0,0,,3,0,0,0.035087719,0.035935017,62.33333333,0.016042781,0.016216848,,,,289.5,0,0,,0,0,0,0,0,,Locus_3900_Transcrip,6,85.5,0,0,,0,0,0,0,0,62.33333333,0,0,,,,289.5,0,0,,0,0,0,0,0,,Locus_3900_Transcrip,6,85.5,0,0,,3,0,0,0.035087719,0.035935017,62.33333333,0.016042781,0.016216848,,,,289.5,0,0,,0,0,0,0,0,,Locus_3900_Transcrip,6,85.5,0,0,,0,0,0,0,0,62.33333333,0,0,,,,289.5,0,0,,1,0,0,0.003454231,0.00346221,
Locus_3927_Transcrip,24,560.5466667,0.00859909,18,,0,0.006825635,0.006856884,0.007581884,0.007620468,342.6933333,0,0,-0.744002761,,,1959.453333,0.001503313,11,,0,0.00191195,0.001914391,0.002126443,0.002129464,0.920630552,Locus_3927_Transcrip,6,560.8571429,0.003904347,5,,6,0.002971642,0.002977545,0.012183732,0.01228378,343.3333333,0.008737864,0.008789163,-1.336981166,,,1959.142857,0,0,,5,0,0,0.002552137,0.002556489,,Locus_3927_Transcrip,6,560.3809524,0.000781533,1,,0,0.000951734,0.000952338,0.001189667,0.001190611,342.0952381,0,0,0.850567552,,,1959.619048,0.000670471,3,,0,0.000816485,0.00081693,0.001020607,0.001021302,1.124139096,Locus_3927_Transcrip,6,560.5714286,0.004687605,6,,6,0.004281346,0.004293612,0.013081889,0.013197324,342.8095238,0.008751215,0.008802672,-0.496052497,,,1959.428571,0.000670537,3,,5,0.000714494,0.000714835,0.002977058,0.002982983,0.338388809,Locus_3927_Transcrip,6,560,0.000782065,1,,1,0.000595238,0.000595474,0.002083333,0.002086232,341.6190476,0.002927237,0.002932965,-0.933020529,,,1960,0,0,,3,0,0,0.001530612,0.001532176,
Locus_3940_Transcrip,24,128.58,0.0104133,5,,0,0.00960886,0.009670945,0.007453207,0.007490488,101.8133333,0,0,-0.22386775,,,375.42,0.004279821,6,,0,0.004815862,0.00483139,0.004550459,0.00456432,0.37879413,Locus_3940_Transcrip,6,128.7142857,0.006805091,2,,1,0.006733259,0.006763666,0.011653718,0.011745206,102.047619,0.009799347,0.009863928,-0.050017378,,,375.2857143,0.001166994,1,,2,0.000888212,0.000888739,0.005773379,0.005795715,-0.933020529,Locus_3940_Transcrip,6,128.3333333,0,0,,0,0,0,0,0,101.3333333,0,0,,,,375.6666667,0,0,,0,0,0,0,0,,Locus_3940_Transcrip,6,128.7619048,0.003401287,1,,1,0.002588757,0.002593235,0.009060651,0.009115826,102.1904762,0.009785648,0.009850048,-0.933020529,,,375.2380952,0.002334284,2,,2,0.00177665,0.001778757,0.006218274,0.006244195,-1.131972245,Locus_3940_Transcrip,6,128.3333333,0,0,,1,0,0,0.007792208,0.007832969,101.3333333,0.009868421,0.00993392,,,,375.6666667,0,0,,0,0,0,0,0,
Locus_395_Transcript,8,260.1111111,0.042999213,29,,0,0.043250748,0.044547951,0.037003417,0.037947434,174,0,0,0.030969148,,,858.8888889,0.004490394,10,,1,0.004906672,0.004922792,0.005821475,0.005844185,0.458922076,Locus_395_Transcript,2,259.9444444,0.026928831,7,,9,0.026928831,0.027424165,0.048087198,0.049698018,173.5555556,0.023047375,0.023408922,,,,859.0555556,0.004656276,4,,6,0.004656276,0.00467079,0.009312553,0.009370851,,Locus_395_Transcript,2,259.6111111,0.026963407,7,,0,0.026963407,0.027460029,0.013481703,0.013604346,173.3333333,0,0,,,,859.3888889,0.002327235,2,,0,0.002327235,0.002330853,0.001163618,0.001164521,,Locus_395_Transcript,2,259.6111111,0.053926814,14,,7,0.053926814,0.055963799,0.053926814,0.055963799,173.6666667,0.02303263,0.023393709,,,,859.3888889,0.002327235,2,,6,0.002327235,0.002330853,0.008145323,0.008189877,,Locus_395_Transcript,2,260.3888889,0.023042458,6,,1,0.023042458,0.023403849,0.015361639,0.01552114,174.4444444,0.005732484,0.005754504,,,,858.6111111,0.002329343,2,,1,0.002329343,0.002332968,0.002329343,0.002332968,
Locus_3973_Transcrip,22,313.8550725,0.016606732,19,,0,0.025944641,0.026404016,0.026213604,0.026682669,209.8550725,0,0,2.079684384,,,1012.144928,0.005691626,21,,0,0.006817633,0.006848809,0.007904006,0.00794595,0.738628525,Locus_3973_Transcrip,5,314.5,0.001526232,1,,14,0.00127186,0.00127294,0.045151033,0.046567244,211.5,0.037825059,0.038812216,-0.816496581,,,1011.5,0.000949086,2,,10,0.000790905,0.000791322,0.01028176,0.010352887,-0.97255794,Locus_3973_Transcrip,5,312.6666667,0.001535181,1,,0,0.001918977,0.001921436,0.001918977,0.001921436,207.3333333,0,0,1.224744871,,,1013.333333,0.001894737,4,,0,0.002368421,0.002372169,0.002368421,0.002372169,1.640698599,Locus_3973_Transcrip,6,314.1904762,0.004181758,3,,14,0.003182783,0.003189555,0.046150349,0.047631327,211.3333333,0.03785489,0.038843632,-1.233111763,,,1011.809524,0.001731378,4,,10,0.001317771,0.00131893,0.010542169,0.010616962,-1.295030853,Locus_3973_Transcrip,6,313.0714286,0,0,,1,0,0,0.003194159,0.00320098,207.3333333,0.004823151,0.004838726,,,,1012.928571,0,0,,6,0,0,0.005923419,0.005946934,
Locus_3992_Transcrip,22,493.2971014,0.011678054,21,,0,0.016735171,0.016924706,0.017230995,0.017432018,325.2173913,0,0,1.616790009,,,1624.702899,0.001181908,7,,0,0.001438825,0.001440206,0.001342903,0.001344107,0.695618921,Locus_3992_Transcrip,6,493.547619,0,0,,12,0,0,0.024313763,0.0247166,326.2857143,0.015323993,0.015482708,,,,1624.452381,0.000269602,1,,3,0.000205197,0.000205225,0.001949375,0.001951913,-0.933020529,Locus_3992_Transcrip,6,493.2142857,0.00266389,3,,0,0.003244026,0.003251062,0.004055033,0.004066034,324.2380952,0,0,1.124139096,,,1624.785714,0.000269547,1,,0,0.000328248,0.00032832,0.000410311,0.000410423,0.850567552,Locus_3992_Transcrip,5,493.5555556,0.004862674,5,,13,0.004052229,0.004063215,0.030796938,0.0314471,326.1111111,0.018398637,0.01862807,-1.123974249,,,1624.444444,0.000295486,1,,3,0.000246238,0.000246278,0.001969904,0.001972496,-0.816496581,Locus_3992_Transcrip,5,492.9444444,0,0,,3,0,0,0.006085879,0.006110705,323.8888889,0.009262436,0.009320106,,,,1625.055556,0.000295375,1,,1,0.000246145,0.000246186,0.000738436,0.0007388,-0.816496581
Locus_4040_Transcrip,10,233.8484848,0.00906961,6,,1,0.005131528,0.005149163,0.006842037,0.006873437,144.8787879,0.006902322,0.006934279,-1.796308904,,,789.1515152,0.000447931,1,,0,0.000675831,0.000676136,0.00076031,0.000760696,1.302677905,Locus_4040_Transcrip,3,233.9166667,0.005700036,2,,1,0.005700036,0.005721806,0.007125045,0.007159105,145.0833333,0.00689259,0.006924458,,,,789.0833333,0,0,,1,0,0,0.001267293,0.001268365,,Locus_4040_Transcrip,3,233.6666667,0.002853067,1,,0,0.002853067,0.002858508,0.002853067,0.002858508,144.3333333,0,0,,,,789.3333333,0,0,,0,0,0,0,0,,Locus_4040_Transcrip,2,233.8888889,0.017102138,4,,1,0.017102138,0.017300142,0.012826603,0.012937551,145,0.006896552,0.006928456,,,,789.1111111,0,0,,1,0,0,0.001267249,0.00126832,,Locus_4040_Transcrip,2,233.6666667,0,0,,1,0,0,0.004279601,0.004291857,144.3333333,0.006928406,0.006960607,,,,789.3333333,0,0,,0,0,0,0,0,
Locus_4102_Transcrip,14,338.6888889,0.010212836,11,,0,0.011453346,0.011541699,0.009912173,0.009978257,215,0,0,0.478745388,,,1152.311111,0.000545777,2,,0,0.000581726,0.000581952,0.000557885,0.000558093,0.178735682,Locus_4102_Transcrip,4,338.6666667,0.001610594,1,,3,0.001476378,0.001477833,0.009596457,0.00965838,214.8666667,0.009308098,0.009366341,-0.612372436,,,1152.333333,0.000473348,1,,1,0.000433902,0.000434028,0.001084756,0.001085541,-0.612372436,Locus_4102_Transcrip,4,338.9666667,0.004827506,3,,0,0.004425214,0.00443832,0.006637821,0.006667369,215.4666667,0,0,-0.754451078,,,1152.033333,0,0,,0,0,0,0,0,,Locus_4102_Transcrip,3,338.6666667,0.007874016,4,,3,0.007874016,0.007915641,0.012795276,0.012905679,214.9166667,0.009305933,0.009364148,,,,1152.333333,0,0,,1,0,0,0.000867804,0.000868307,,Locus_4102_Transcrip,3,338.9166667,0,0,,3,0,0,0.008851733,0.008904384,215.4166667,0.009284333,0.009342277,,,,1152.083333,0,0,,0,0,0,0,0,
Locus_4106_Transcrip,24,715.86,0.007855665,21,,0,0.009302685,0.00936086,0.008032297,0.008075618,467.0666667,0,0,0.674772897,,,2287.14,0.001170844,10,,0,0.001319603,0.001320765,0.00107485,0.001075621,0.423895111,Locus_4106_Transcrip,6,715.3333333,0.001836722,3,,8,0.00139795,0.001399254,0.012814539,0.012925277,466,0.008583691,0.008633189,-1.233111763,,,2287.666667,0,0,,3,0,0,0.00131138,0.001312528,,Locus_4106_Transcrip,6,716.6190476,0.000611142,1,,0,0.000744235,0.000744605,0.000930294,0.000930872,468.7619048,0,0,0.850567552,,,2286.380952,0.00019155,1,,0,0.000233265,0.000233302,0.000291582,0.000291638,0.850567552,Locus_4106_Transcrip,6,715.2380952,0.004898578,8,,8,0.005499334,0.005519595,0.015146471,0.015301506,465.6666667,0.008589835,0.008639404,0.722995907,,,2287.761905,0.000765737,4,,3,0.000815936,0.00081638,0.001894137,0.001896532,0.35538056,Locus_4106_Transcrip,6,717,0,0,,1,0,0,0.0013947,0.001395999,469.3333333,0.002130682,0.002133714,,,,2286,0.000191582,1,,1,0.000233304,0.00023334,0.00058326,0.000583487,0.850567552
Locus_4117_Transcrip,24,119.2333333,0.026951028,12,,0,0.04242078,0.043667709,0.038440034,0.039460133,84.42666667,0,0,1.969222718,,,369.7666667,0.005069464,7,,0,0.007094172,0.007127937,0.006084918,0.006109737,1.248300101,Locus_4117_Transcrip,6,119.3095238,0.014683026,4,,7,0.014528038,0.014670591,0.075434045,0.079502814,84.23809524,0.035613341,0.036486639,-0.057222293,,,369.6904762,0.004738626,4,,2,0.004147614,0.004159125,0.010369035,0.01044138,-0.676126573,Locus_4117_Transcrip,6,119.1666667,0,0,,0,0,0,0,0,84.66666667,0,0,,,,369.8333333,0,0,,0,0,0,0,0,,Locus_4117_Transcrip,6,119.1666667,0.007350314,2,,9,0.005594406,0.005615375,0.078321678,0.082720251,84.0952381,0.047565119,0.049140379,-1.131972245,,,369.8333333,0,0,,4,0,0,0.010815683,0.010894427,,Locus_4117_Transcrip,6,119.1666667,0,0,,0,0,0,0,0,84.66666667,0,0,,,,369.8333333,0,0,,1,0,0,0.002703921,0.002708807,
Locus_4122_Transcrip,24,691.12,0.005037113,13,,0,0.004498055,0.004511597,0.004943666,0.004960031,436.1333333,0,0,-0.371265764,,,2398.88,0.001451198,13,,0,0.001915145,0.001917594,0.001632706,0.001634486,1.109105911,Locus_4122_Transcrip,6,691.4047619,0.001900289,3,,3,0.001446331,0.001447727,0.005062158,0.005079319,436.1904762,0.006877729,0.006909459,-1.233111763,,,2398.595238,0.000365177,2,,4,0.00027794,0.000277992,0.001806613,0.001808792,-1.131972245,Locus_4122_Transcrip,6,691.3095238,0.00190055,3,,0,0.002314448,0.002318027,0.00289306,0.002898654,436.1428571,0,0,1.124139096,,,2398.690476,0.000365163,2,,0,0.000444687,0.000444819,0.000555859,0.000556065,1.031937488,Locus_4122_Transcrip,6,690.7857143,0.002535989,4,,4,0.001930169,0.001932657,0.006755592,0.006786202,436.3809524,0.009166303,0.009222778,-1.295030853,,,2399.214286,0.000182542,1,,7,0.000138934,0.000138947,0.002987089,0.002993053,-0.933020529,Locus_4122_Transcrip,6,691.1428571,0,0,,3,0,0,0.004340637,0.004353246,435.9047619,0.004588158,0.00460225,,,,2398.857143,0.000182569,1,,2,0.000138955,0.000138968,0.000903208,0.000903752,-0.933020529
Locus_4151_Transcrip,20,334.3253968,0.002529299,3,,0,0.004549617,0.004563473,0.004337092,0.004349681,230.4920635,0,0,2.133394515,,,1102.674603,0.000766871,3,,0,0.000653912,0.000654198,0.000589476,0.000589708,-0.393411745,Locus_4151_Transcrip,5,334.2222222,0.00143617,1,,2,0.001795213,0.001797365,0.007779255,0.007819881,230.3888889,0.004340487,0.004353096,1.224744871,,,1102.777778,0,0,,1,0,0,0.000906801,0.00090735,,Locus_4151_Transcrip,5,334.5,0,0,,0,0,0,0,0,230.6666667,0,0,,,,1102.5,0,0,,0,0,0,0,0,,Locus_4151_Transcrip,5,334.2222222,0.00143617,1,,2,0.001196809,0.001197764,0.00837766,0.008424801,230.3888889,0.004340487,0.004353096,-0.816496581,,,1102.777778,0.000435264,1,,1,0.00036272,0.000362808,0.001088161,0.001088951,-0.816496581,Locus_4151_Transcrip,5,334.5,0,0,,0,0,0,0,0,230.6666667,0,0,,,,1102.5,0.000435374,1,,0,0.000362812,0.0003629,0.000181406,0.000181428,-0.816496581
Locus_4208_Transcrip,24,373.9866667,0.010024523,14,,0,0.010705256,0.010782393,0.009915683,0.009981814,256.5866667,0,0,0.237894736,,,1210.013333,0.003319654,15,,0,0.003078179,0.003084513,0.00303027,0.003036408,-0.25703612,Locus_4208_Transcrip,6,374.1904762,0.003511229,3,,6,0.002672436,0.002677208,0.017370832,0.017575157,257.3333333,0.015544041,0.01570738,-1.233111763,,,1209.809524,0.001086013,3,,3,0.000826576,0.000827032,0.002893017,0.002898611,-1.233111763,Locus_4208_Transcrip,6,373.7857143,0,0,,0,0,0,0,0,255.7619048,0,0,,,,1210.214286,0.001447533,4,,0,0.001762773,0.001764848,0.002203467,0.00220671,1.180586266,Locus_4208_Transcrip,6,374.1666667,0.005852421,5,,6,0.006057906,0.006082504,0.019599109,0.019859743,257.4761905,0.019419271,0.019675102,0.196505139,,,1209.833333,0.001447989,4,,3,0.001432704,0.001434074,0.003306241,0.00331355,-0.057222293,Locus_4208_Transcrip,6,373.8809524,0,0,,0,0,0,0,0,255.4761905,0,0,,,,1210.119048,0,0,,4,0,0,0.00330546,0.003312765,
Locus_4222_Transcrip,24,79.89333333,0.016759121,5,,0,0.021541403,0.021856812,0.032856308,0.033597734,53.81333333,0,0,0.826933255,,,274.1066667,0.002930849,3,,0,0.00404476,0.004055706,0.006992412,0.007025212,0.955959881,Locus_4222_Transcrip,6,79.71428571,0,0,,4,0,0,0.050179211,0.05193669,53.47619048,0.037399822,0.038364528,,,,274.2857143,0,0,,2,0,0,0.007291667,0.007327344,,Locus_4222_Transcrip,6,80.0952381,0.005467943,1,,0,0.00665874,0.006688475,0.008323424,0.008369955,54.33333333,0,0,0.850567552,,,273.9047619,0.003197872,2,,0,0.003894298,0.003904443,0.004867872,0.004883738,1.031937488,Locus_4222_Transcrip,6,79.71428571,0.005494074,1,,4,0.004181601,0.004193302,0.052270012,0.054180761,53.47619048,0.037399822,0.038364528,-0.933020529,,,274.2857143,0,0,,2,0,0,0.007291667,0.007327344,,Locus_4222_Transcrip,6,80.14285714,0,0,,1,0,0,0.012477718,0.01258268,54.33333333,0,0,,,,273.8571429,0,0,,2,0,0,0.007303078,0.007338867,
Locus_4264_Transcrip,24,94.98,0.011277676,4,,1,0.015907239,0.016078356,0.025005264,0.02543161,59.66666667,0,0,1.122688459,,,328.02,0.003265513,4,,0,0.003280553,0.003287749,0.005462065,0.005482052,0.012595771,Locus_4264_Transcrip,6,95.02380952,0.00460891,1,,4,0.003507893,0.003516122,0.043848659,0.045182722,59.66666667,0,0,-0.933020529,,,327.9761905,0,0,,2,0,0,0.006098004,0.006122929,,Locus_4264_Transcrip,6,95,0.004610065,1,,0,0.003508772,0.003517005,0.00877193,0.008823631,59.66666667,0,0,-0.933020529,,,328,0.001335232,1,,0,0.001626016,0.001627781,0.00203252,0.002035279,0.850567552,Locus_4264_Transcrip,6,94.9047619,0,0,,3,0,0,0.031610637,0.032296122,59.66666667,0,0,,,,328.0952381,0.001334845,1,,2,0.001015965,0.001016654,0.006603774,0.006633019,-0.933020529,Locus_4264_Transcrip,6,95,0,0,,1,0,0,0.010526316,0.010600883,59.66666667,0,0,,,,328,0,0,,2,0,0,0.006097561,0.006122483,
Locus_4279_Transcrip,24,597.4466667,0.00313755,7,,0,0.001485791,0.001487265,0.002301461,0.002304999,376.4666667,0,0,-1.6454118,,,2009.553333,0.001865608,14,,1,0.00165694,0.001658773,0.002301506,0.002305045,-0.391836457,Locus_4279_Transcrip,6,597.3095238,0.00146643,2,,1,0.001450951,0.001452356,0.002511261,0.002515475,376.3809524,0,0,-0.050017378,,,2009.690476,0.000217922,1,,5,0.000265381,0.000265428,0.002653808,0.002658515,0.850567552,Locus_4279_Transcrip,6,597.6904762,0.000732748,1,,0,0.000892324,0.000892855,0.001115405,0.001116235,376.6666667,0,0,0.850567552,,,2009.309524,0.000871854,4,,0,0.000962188,0.000962806,0.001410103,0.00141143,0.561681986,Locus_4279_Transcrip,6,597.3095238,0.002932859,4,,1,0.003236736,0.003243741,0.003627377,0.003636177,376.2380952,0,0,0.561681986,,,2009.690476,0.001525456,7,,5,0.001360077,0.001361311,0.003234329,0.003241323,-0.630950399,Locus_4279_Transcrip,6,597.5,0,0,,1,0,0,0.00167364,0.00167551,376.6666667,0,0,,,,2009.5,0,0,,3,0,0,0.001492909,0.001494397,
Locus_4284_Transcrip,24,104.72,0.012785925,5,,0,0.014289313,0.01442719,0.012334479,0.012437031,72.21333333,0,0,0.340741745,,,354.28,0.0022676,3,,0,0.003160114,0.00316679,0.003175454,0.003182196,0.989991434,Locus_4284_Transcrip,6,105.1428571,0.004165344,1,,2,0.005072464,0.005089695,0.025362319,0.02580107,73,0.01369863,0.013825276,0.850567552,,,353.8571429,0,0,,2,0,0,0.005651998,0.005673403,,Locus_4284_Transcrip,6,104,0,0,,0,0,0,0,0,71,0,0,,,,355,0,0,,0,0,0,0,0,,Locus_4284_Transcrip,6,105.2380952,0.00832315,2,,2,0.006334842,0.006361747,0.022171946,0.022506282,73,0.01369863,0.013825276,-1.131972245,,,353.7619048,0.001237997,1,,2,0.000942253,0.000942846,0.006124647,0.006149791,-0.933020529,Locus_4284_Transcrip,6,104,0,0,,0,0,0,0,0,71,0,0,,,,355,0,0,,0,0,0,0,0,
Locus_4326_Transcrip,24,263.54,0.007112844,7,,0,0.007286521,0.007322148,0.005059321,0.005076462,184.8,0,0,0.076316575,,,855.46,0.002504275,8,,0,0.004819849,0.004835403,0.00477326,0.004788514,2.966634916,Locus_4326_Transcrip,6,263.2380952,0,0,,0,0,0,0,0,184.6666667,0,0,,,,855.7619048,0,0,,6,0,0,0.007011296,0.007044274,,Locus_4326_Transcrip,6,263.8571429,0.00497947,3,,0,0.006063887,0.006088534,0.007579859,0.007618422,184.8571429,0,0,1.124139096,,,855.1428571,0.001024288,2,,0,0.001247355,0.001248393,0.001559194,0.001560817,1.031937488,Locus_4326_Transcrip,6,263.2380952,0.006654906,4,,0,0.00658466,0.006613735,0.005065123,0.005082304,184.6666667,0,0,-0.057222293,,,855.7619048,0,0,,6,0,0,0.007011296,0.007044274,,Locus_4326_Transcrip,6,263.952381,0,0,,2,0,0,0.007577124,0.007615659,184.952381,0,0,,,,855.047619,0,0,,2,0,0,0.002339051,0.002342706,
Locus_434_Transcript,4,143.5333333,0.007600388,2,,2,0.009289364,0.009347371,0.020901068,0.021197831,86.46666667,0.01156515,0.011655246,1.893056448,,,507.4666667,0.002149716,2,,0,0.00262743,0.002632043,0.001970573,0.001973166,1.893056448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Locus_434_Transcript,2,143,0.013986014,2,,0,0.013986014,0.014118064,0.006993007,0.007025813,85.66666667,0,0,,,,508,0,0,,0,0,0,0,0,,Locus_434_Transcript,2,143.8888889,0,0,,4,0,0,0.027799228,0.028327521,87,0.011494253,0.011583242,,,,507.1111111,0,0,,2,0,0,0.003943909,0.003954315,
Locus_4355_Transcrip,22,202.6666667,0.004060679,3,,0,0.006942071,0.006974399,0.006504187,0.006532554,153.3333333,0,0,1.835375708,,,586.3333333,0,0,,0,0,0,0,0,,Locus_4355_Transcrip,6,202.6666667,0,0,,2,0,0,0.009868421,0.00993392,153.3333333,0.013043478,0.013158232,,,,586.3333333,0,0,,0,0,0,0,0,,Locus_4355_Transcrip,6,202.6666667,0,0,,0,0,0,0,0,153.3333333,0,0,,,,586.3333333,0,0,,0,0,0,0,0,,Locus_4355_Transcrip,5,202.6666667,0,0,,3,0,0,0.014802632,0.014950661,153.3333333,0.013043478,0.013158232,,,,586.3333333,0,0,,0,0,0,0,0,,Locus_4355_Transcrip,5,202.6666667,0,0,,0,0,0,0,0,153.3333333,0,0,,,,586.3333333,0,0,,0,0,0,0,0,
Locus_4410_Transcrip,24,61.66,0.039086859,9,,0,0.062580208,0.065346038,0.061493134,0.064160937,38.21333333,0,0,1.970038896,,,232.34,0.008067999,7,,0,0.012147989,0.012247447,0.011656767,0.011748304,1.580563472,Locus_4410_Transcrip,6,61.26190476,0,0,,6,0,0,0.097940148,0.104952638,37.47619048,0.080050826,0.084653517,,,,232.7380952,0.001881756,1,,3,0.001432225,0.001433594,0.013606138,0.013731069,-0.933020529,Locus_4410_Transcrip,6,62.30952381,0.00702872,1,,0,0.008559419,0.008608636,0.010699274,0.010776324,39.19047619,0,0,0.850567552,,,231.6904762,0.005670792,3,,0,0.006042544,0.006067018,0.007912856,0.007954894,0.338388809,Locus_4410_Transcrip,6,61.35714286,0.014275639,2,,6,0.014124951,0.014259655,0.105937136,0.114207653,37.61904762,0.079746835,0.084313281,-0.050017378,,,232.6428571,0,0,,3,0,0,0.012895302,0.013007449,,Locus_4410_Transcrip,6,62.35714286,0,0,,1,0,0,0.016036655,0.016210589,39.47619048,0,0,,,,231.6428571,0.001890653,1,,2,0.001438997,0.001440379,0.009353479,0.009412294,-0.933020529
Locus_4446_Transcrip,24,28.16666667,0.009507281,1,,0,0.008103936,0.008148037,0.00443787,0.004451052,17.33333333,0,0,-0.248438061,,,97.83333333,0.00273719,1,,0,0.005295904,0.00531469,0.005536627,0.005557164,1.573355673,Locus_4446_Transcrip,6,28.16666667,0,0,,0,0,0,0,0,17.33333333,0,0,,,,97.83333333,0,0,,1,0,0,0.010221465,0.010291757,,Locus_4446_Transcrip,6,28.16666667,0,0,,0,0,0,0,0,17.33333333,0,0,,,,97.83333333,0,0,,0,0,0,0,0,,Locus_4446_Transcrip,6,28.16666667,0.015548741,1,,0,0.021301775,0.021610138,0.017751479,0.017964931,17.33333333,0,0,1.445096912,,,97.83333333,0,0,,1,0,0,0.010221465,0.010291757,,Locus_4446_Transcrip,6,28.16666667,0,0,,0,0,0,0,0,17.33333333,0,0,,,,97.83333333,0,0,,0,0,0,0,0,
Locus_4504_Transcrip,18,102,0,0,,0,0,0,0,0,73.33333333,0,0,,,,327,0,0,,0,0,0,0,0,,Locus_4504_Transcrip,6,102,0,0,,0,0,0,0,0,73.33333333,0,0,,,,327,0,0,,0,0,0,0,0,,Locus_4504_Transcrip,6,102,0,0,,0,0,0,0,0,73.33333333,0,0,,,,327,0,0,,0,0,0,0,0,,Locus_4504_Transcrip,3,102,0,0,,0,0,0,0,0,73.33333333,0,0,,,,327,0,0,,0,0,0,0,0,,Locus_4504_Transcrip,3,102,0,0,,0,0,0,0,0,73.33333333,0,0,,,,327,0,0,,0,0,0,0,0,
